filename,width,height,class,xmin,ymin,xmax,ymax
img1.jpg,600,399,empty,159,16,217,35
img1.jpg,600,399,empty,127,25,185,44
img1.jpg,600,399,empty,97,22,155,41
img1.jpg,600,399,empty,6,7,64,24
img1.jpg,600,399,empty,1,21,57,35
img1.jpg,600,399,empty,25,12,91,27
img1.jpg,600,399,empty,24,21,90,36
img1.jpg,600,399,empty,59,23,119,38
img1.jpg,600,399,empty,493,17,553,32
img1.jpg,600,399,empty,524,17,585,37
img1.jpg,600,399,empty,469,13,514,31
img1.jpg,600,399,empty,437,10,482,28
img1.jpg,600,399,empty,403,9,455,27
img1.jpg,600,399,empty,372,6,424,24
img1.jpg,600,399,empty,345,3,397,21
img1.jpg,600,399,empty,311,3,370,19
img1.jpg,600,399,empty,280,4,330,19
img1.jpg,600,399,empty,254,2,298,15
img1.jpg,600,399,empty,226,2,270,15
img1.jpg,600,399,empty,269,1,313,10
img1.jpg,600,399,empty,136,1,180,11
img1.jpg,600,399,empty,125,15,185,32
img1.jpg,600,399,empty,85,16,142,31
img10.jpg,725,420,occupied,447,282,543,405
img10.jpg,725,420,occupied,364,276,460,399
img10.jpg,725,420,occupied,283,268,379,391
img10.jpg,725,420,occupied,210,261,306,384
img10.jpg,725,420,occupied,141,259,237,382
img10.jpg,725,420,occupied,74,275,178,370
img10.jpg,725,420,occupied,12,262,116,357
img10.jpg,725,420,occupied,422,1,456,40
img10.jpg,725,420,occupied,397,1,431,41
img10.jpg,725,420,occupied,375,3,409,43
img10.jpg,725,420,occupied,350,1,384,41
img10.jpg,725,420,occupied,328,3,362,43
img10.jpg,725,420,occupied,307,4,341,44
img10.jpg,725,420,occupied,283,6,317,46
img10.jpg,725,420,occupied,490,53,537,97
img10.jpg,725,420,occupied,454,50,501,94
img10.jpg,725,420,occupied,423,52,470,96
img10.jpg,725,420,occupied,387,53,434,97
img10.jpg,725,420,occupied,353,55,400,99
img10.jpg,725,420,occupied,323,56,370,100
img10.jpg,725,420,occupied,292,57,339,101
img10.jpg,725,420,occupied,264,56,311,100
img10.jpg,725,420,occupied,233,57,280,101
img10.jpg,725,420,occupied,202,58,249,102
img10.jpg,725,420,occupied,173,57,220,101
img10.jpg,725,420,occupied,148,65,193,97
img10.jpg,725,420,occupied,121,66,166,98
img10.jpg,725,420,occupied,93,68,138,100
img10.jpg,725,420,occupied,71,65,116,97
img10.jpg,725,420,occupied,481,104,536,155
img10.jpg,725,420,occupied,432,102,487,153
img10.jpg,725,420,occupied,386,102,441,153
img10.jpg,725,420,occupied,350,102,405,153
img10.jpg,725,420,occupied,309,102,364,153
img10.jpg,725,420,occupied,270,101,325,152
img10.jpg,725,420,occupied,231,100,286,151
img10.jpg,725,420,occupied,189,100,244,151
img10.jpg,725,420,occupied,156,100,211,151
img10.jpg,725,420,occupied,116,99,171,150
img10.jpg,725,420,occupied,83,98,138,149
img10.jpg,725,420,occupied,48,100,103,151
img10.jpg,725,420,occupied,21,99,76,150
img10.jpg,725,420,occupied,1,108,42,149
img10.jpg,725,420,occupied,467,148,535,212
img10.jpg,725,420,occupied,413,152,481,216
img10.jpg,725,420,occupied,363,148,431,212
img10.jpg,725,420,occupied,312,148,380,212
img10.jpg,725,420,occupied,263,148,331,212
img10.jpg,725,420,occupied,215,142,283,206
img10.jpg,725,420,occupied,175,145,234,203
img10.jpg,725,420,occupied,132,146,191,204
img10.jpg,725,420,occupied,58,140,133,201
img10.jpg,725,420,occupied,7,139,82,200
img10.jpg,725,420,occupied,1,139,25,197
img10.jpg,725,420,empty,83,151,161,205
img10.jpg,725,420,empty,579,19,657,42
img10.jpg,725,420,empty,596,27,674,50
img10.jpg,725,420,empty,662,50,725,72
img10.jpg,725,420,occupied,682,71,725,94
img10.jpg,725,420,occupied,690,81,725,109
img11.jpg,615,409,occupied,452,251,573,389
img11.jpg,615,409,occupied,345,278,480,387
img11.jpg,615,409,occupied,241,269,376,378
img11.jpg,615,409,occupied,138,265,273,374
img11.jpg,615,409,occupied,33,265,168,374
img11.jpg,615,409,occupied,1,265,64,372
img11.jpg,615,409,occupied,482,188,589,265
img11.jpg,615,409,occupied,391,189,505,259
img11.jpg,615,409,occupied,297,188,411,258
img11.jpg,615,409,occupied,208,187,322,257
img11.jpg,615,409,occupied,116,188,230,258
img11.jpg,615,409,occupied,516,54,606,120
img11.jpg,615,409,occupied,442,54,532,120
img11.jpg,615,409,occupied,365,54,455,120
img11.jpg,615,409,occupied,288,49,378,115
img11.jpg,615,409,occupied,209,50,307,115
img11.jpg,615,409,occupied,131,50,229,115
img11.jpg,615,409,occupied,50,48,148,113
img11.jpg,615,409,occupied,1,50,71,114
img11.jpg,615,409,occupied,465,1,555,60
img11.jpg,615,409,occupied,397,1,487,60
img11.jpg,615,409,occupied,327,1,417,60
img11.jpg,615,409,occupied,254,1,349,61
img11.jpg,615,409,occupied,182,1,277,61
img11.jpg,615,409,occupied,105,1,196,42
img11.jpg,615,409,occupied,33,1,124,43
img12.jpg,480,360,occupied,79,160,191,254
img12.jpg,480,360,occupied,173,155,285,249
img12.jpg,480,360,occupied,262,149,381,241
img12.jpg,480,360,occupied,343,141,473,236
img12.jpg,480,360,occupied,1,165,108,256
img12.jpg,480,360,occupied,13,73,90,121
img12.jpg,480,360,occupied,72,70,149,118
img12.jpg,480,360,occupied,186,66,248,96
img12.jpg,480,360,occupied,242,62,314,101
img12.jpg,480,360,occupied,294,63,366,102
img12.jpg,480,360,occupied,347,56,424,98
img12.jpg,480,360,occupied,403,55,471,94
img12.jpg,480,360,occupied,298,1,349,25
img12.jpg,480,360,occupied,227,2,276,25
img12.jpg,480,360,occupied,81,10,130,33
img12.jpg,480,360,occupied,45,11,94,34
img12.jpg,480,360,occupied,91,45,154,74
img12.jpg,480,360,occupied,53,42,102,80
img12.jpg,480,360,empty,265,1,311,30
img12.jpg,480,360,empty,192,1,238,30
img12.jpg,480,360,empty,119,7,165,36
img12.jpg,480,360,empty,15,10,61,39
img12.jpg,480,360,empty,284,36,347,68
img12.jpg,480,360,empty,325,35,387,62
img12.jpg,480,360,empty,370,33,432,60
img13.jpg,480,270,empty,1,114,18,129
img13.jpg,480,270,empty,18,112,47,128
img13.jpg,480,270,empty,9,101,38,117
img13.jpg,480,270,empty,33,96,62,112
img13.jpg,480,270,empty,46,106,75,122
img13.jpg,480,270,empty,55,93,84,109
img13.jpg,480,270,empty,65,102,100,120
img13.jpg,480,270,empty,74,90,110,107
img13.jpg,480,270,empty,87,96,123,113
img13.jpg,480,270,empty,107,93,143,107
img13.jpg,480,270,empty,92,87,126,99
img13.jpg,480,270,empty,127,88,159,103
img13.jpg,480,270,empty,113,84,145,99
img13.jpg,480,270,empty,3,130,53,171
img13.jpg,480,270,empty,13,157,63,198
img13.jpg,480,270,empty,51,147,101,188
img13.jpg,480,270,empty,37,128,83,163
img13.jpg,480,270,empty,69,120,115,155
img13.jpg,480,270,empty,87,143,133,178
img13.jpg,480,270,empty,95,114,141,149
img13.jpg,480,270,empty,151,102,197,128
img13.jpg,480,270,empty,179,121,225,147
img13.jpg,480,270,empty,199,116,245,142
img13.jpg,480,270,empty,264,103,308,120
img13.jpg,480,270,empty,207,187,272,233
img13.jpg,480,270,empty,106,209,196,270
img13.jpg,480,270,empty,50,227,142,270
img13.jpg,480,270,empty,195,232,291,270
img13.jpg,480,270,empty,238,214,352,267
img13.jpg,480,270,empty,273,197,388,260
img13.jpg,480,270,empty,303,185,418,241
img13.jpg,480,270,empty,323,132,381,182
img13.jpg,480,270,occupied,142,189,239,255
img13.jpg,480,270,occupied,143,79,183,100
img13.jpg,480,270,occupied,182,73,227,95
img13.jpg,480,270,occupied,172,103,217,125
img13.jpg,480,270,occupied,225,107,271,133
img13.jpg,480,270,occupied,120,106,166,132
img13.jpg,480,270,occupied,116,132,170,164
img13.jpg,480,270,occupied,147,122,201,154
img13.jpg,480,270,occupied,227,174,308,216
img13.jpg,480,270,occupied,254,156,335,198
img13.jpg,480,270,occupied,306,147,357,186
img13.jpg,480,270,occupied,339,164,430,221
img13.jpg,480,270,occupied,374,152,459,204
img13.jpg,480,270,occupied,327,121,410,160
img13.jpg,480,270,occupied,429,151,474,186
img14.jpg,572,396,occupied,104,279,481,396
img14.jpg,572,396,occupied,284,154,527,268
img14.jpg,572,396,occupied,378,146,568,247
img14.jpg,572,396,occupied,1,151,118,244
img14.jpg,572,396,occupied,115,110,256,190
img14.jpg,572,396,occupied,224,104,303,175
img14.jpg,572,396,occupied,496,120,572,192
img14.jpg,572,396,empty,256,210,530,363
img14.jpg,572,396,empty,1,293,242,396
img14.jpg,572,396,empty,83,161,201,214
img2.jpg,425,282,occupied,36,58,172,191
img2.jpg,425,282,empty,1,70,92,208
img2.jpg,425,282,empty,105,33,255,170
img2.jpg,425,282,empty,178,49,323,148
img2.jpg,425,282,empty,248,33,393,132
img2.jpg,425,282,empty,314,21,425,112
img2.jpg,425,282,empty,2,186,144,282
img2.jpg,425,282,empty,85,164,226,274
img2.jpg,425,282,empty,166,145,314,252
img2.jpg,425,282,empty,247,127,387,234
img2.jpg,425,282,empty,318,111,425,210
img3.jpg,612,458,empty,280,18,407,270
img3.jpg,612,458,occupied,169,17,294,266
img3.jpg,612,458,occupied,57,16,182,265
img3.jpg,612,458,occupied,1,14,70,267
img3.jpg,612,458,occupied,394,21,518,268
img3.jpg,612,458,occupied,505,23,612,282
img4.jpg,277,182,occupied,163,11,189,36
img4.jpg,277,182,occupied,183,10,213,36
img4.jpg,277,182,occupied,23,1,44,7
img4.jpg,277,182,empty,133,115,178,162
img4.jpg,277,182,empty,168,115,213,163
img4.jpg,277,182,empty,201,114,246,164
img4.jpg,277,182,empty,233,111,277,161
img4.jpg,277,182,empty,97,116,140,162
img4.jpg,277,182,empty,62,116,107,162
img4.jpg,277,182,empty,25,118,75,165
img4.jpg,277,182,empty,1,118,41,165
img4.jpg,277,182,empty,237,80,276,117
img4.jpg,277,182,empty,207,80,251,119
img4.jpg,277,182,empty,180,80,219,120
img4.jpg,277,182,empty,151,81,189,120
img4.jpg,277,182,empty,119,82,157,121
img4.jpg,277,182,empty,89,82,127,121
img4.jpg,277,182,empty,61,81,99,120
img4.jpg,277,182,empty,28,83,72,120
img4.jpg,277,182,empty,1,84,45,121
img4.jpg,277,182,empty,218,29,255,52
img4.jpg,277,182,empty,196,32,225,53
img4.jpg,277,182,empty,177,33,204,52
img4.jpg,277,182,empty,153,33,181,55
img4.jpg,277,182,empty,132,31,157,56
img4.jpg,277,182,empty,144,14,168,37
img4.jpg,277,182,empty,124,17,149,36
img4.jpg,277,182,empty,110,33,135,54
img4.jpg,277,182,empty,86,34,114,57
img4.jpg,277,182,empty,104,17,128,38
img4.jpg,277,182,empty,83,16,109,38
img4.jpg,277,182,empty,63,34,94,55
img4.jpg,277,182,empty,63,17,92,37
img4.jpg,277,182,empty,44,18,73,38
img4.jpg,277,182,empty,23,19,52,39
img4.jpg,277,182,empty,3,19,32,39
img4.jpg,277,182,empty,41,34,73,56
img4.jpg,277,182,empty,19,35,54,56
img4.jpg,277,182,empty,1,35,32,56
img4.jpg,277,182,empty,1,33,32,54
img5.jpg,1000,667,occupied,127,138,194,242
img5.jpg,1000,667,occupied,312,149,371,239
img5.jpg,1000,667,occupied,357,142,415,244
img5.jpg,1000,667,occupied,407,151,460,241
img5.jpg,1000,667,occupied,587,153,640,243
img5.jpg,1000,667,occupied,633,152,686,242
img5.jpg,1000,667,occupied,723,151,780,244
img5.jpg,1000,667,occupied,810,152,872,244
img5.jpg,1000,667,occupied,900,155,962,247
img5.jpg,1000,667,occupied,287,341,346,448
img5.jpg,1000,667,occupied,336,343,395,450
img5.jpg,1000,667,occupied,483,341,542,448
img5.jpg,1000,667,occupied,579,342,638,449
img5.jpg,1000,667,occupied,819,345,885,450
img5.jpg,1000,667,occupied,915,345,985,452
img5.jpg,1000,667,occupied,831,448,895,555
img5.jpg,1000,667,occupied,730,442,794,549
img5.jpg,1000,667,occupied,578,442,642,549
img5.jpg,1000,667,occupied,331,441,398,555
img5.jpg,1000,667,occupied,228,439,295,553
img5.jpg,1000,667,occupied,177,439,242,554
img5.jpg,1000,667,empty,179,145,237,240
img5.jpg,1000,667,empty,222,145,280,240
img5.jpg,1000,667,empty,268,147,326,242
img5.jpg,1000,667,empty,450,150,508,245
img5.jpg,1000,667,empty,495,148,553,243
img5.jpg,1000,667,empty,540,149,598,244
img5.jpg,1000,667,empty,676,151,734,246
img5.jpg,1000,667,empty,765,150,823,245
img5.jpg,1000,667,empty,855,151,913,246
img5.jpg,1000,667,empty,944,151,999,246
img5.jpg,1000,667,empty,189,341,249,447
img5.jpg,1000,667,empty,239,339,299,445
img5.jpg,1000,667,empty,385,341,445,447
img5.jpg,1000,667,empty,435,344,495,450
img5.jpg,1000,667,empty,531,342,591,448
img5.jpg,1000,667,empty,626,343,689,448
img5.jpg,1000,667,empty,675,343,738,448
img5.jpg,1000,667,empty,722,345,785,450
img5.jpg,1000,667,empty,770,346,833,451
img5.jpg,1000,667,empty,868,347,931,452
img5.jpg,1000,667,empty,282,441,344,553
img5.jpg,1000,667,empty,381,443,443,555
img5.jpg,1000,667,empty,432,442,494,554
img5.jpg,1000,667,empty,481,441,543,553
img5.jpg,1000,667,empty,531,439,593,551
img5.jpg,1000,667,empty,632,444,694,556
img5.jpg,1000,667,empty,682,439,744,551
img5.jpg,1000,667,empty,779,443,841,555
img5.jpg,1000,667,empty,882,444,944,556
img5.jpg,1000,667,empty,927,444,997,561
img6.jpg,852,480,empty,480,349,768,480
img6.jpg,852,480,occupied,333,351,595,480
img6.jpg,852,480,occupied,618,349,852,480
img6.jpg,852,480,occupied,187,344,456,480
img6.jpg,852,480,occupied,34,356,288,480
img6.jpg,852,480,occupied,1,357,129,480
img6.jpg,852,480,occupied,1,1,108,111
img6.jpg,852,480,occupied,36,1,226,116
img6.jpg,852,480,occupied,158,1,332,115
img6.jpg,852,480,occupied,271,1,420,124
img6.jpg,852,480,occupied,389,1,558,131
img6.jpg,852,480,occupied,522,1,684,129
img6.jpg,852,480,occupied,645,1,798,122
img6.jpg,852,480,occupied,779,1,852,104
img7.jpg,963,400,empty,738,1,816,40
img7.jpg,963,400,empty,762,3,840,56
img7.jpg,963,400,empty,778,17,856,70
img7.jpg,963,400,empty,801,35,879,88
img7.jpg,963,400,empty,821,50,899,103
img7.jpg,963,400,empty,867,83,945,136
img7.jpg,963,400,empty,885,100,963,153
img7.jpg,963,400,empty,910,120,963,172
img7.jpg,963,400,empty,930,145,963,190
img7.jpg,963,400,empty,738,130,814,186
img7.jpg,963,400,empty,711,145,787,201
img7.jpg,963,400,empty,692,158,768,214
img7.jpg,963,400,empty,670,171,746,227
img7.jpg,963,400,empty,644,186,720,242
img7.jpg,963,400,empty,620,199,696,255
img7.jpg,963,400,empty,586,228,649,285
img7.jpg,963,400,empty,501,271,577,327
img7.jpg,963,400,empty,567,87,643,143
img7.jpg,963,400,empty,589,76,665,132
img7.jpg,963,400,empty,610,58,686,114
img7.jpg,963,400,empty,635,45,711,101
img7.jpg,963,400,empty,824,198,900,254
img7.jpg,963,400,empty,797,212,873,268
img7.jpg,963,400,empty,770,226,846,282
img7.jpg,963,400,empty,752,240,828,296
img7.jpg,963,400,empty,727,252,803,308
img7.jpg,963,400,empty,704,267,780,323
img7.jpg,963,400,empty,673,284,749,340
img7.jpg,963,400,empty,655,297,731,353
img7.jpg,963,400,empty,629,312,705,368
img7.jpg,963,400,empty,582,342,658,398
img7.jpg,963,400,empty,600,324,676,380
img7.jpg,963,400,empty,558,361,630,400
img7.jpg,963,400,empty,531,372,595,400
img7.jpg,963,400,empty,931,284,963,333
img7.jpg,963,400,empty,903,298,963,355
img7.jpg,963,400,empty,876,306,960,375
img7.jpg,963,400,empty,851,328,940,384
img7.jpg,963,400,empty,829,341,915,397
img7.jpg,963,400,empty,808,357,890,400
img7.jpg,963,400,empty,778,367,840,400
img7.jpg,963,400,occupied,588,3,671,54
img7.jpg,963,400,occupied,370,1,440,42
img7.jpg,963,400,occupied,343,2,416,56
img7.jpg,963,400,occupied,318,8,390,66
img7.jpg,963,400,occupied,291,19,364,77
img7.jpg,963,400,occupied,266,38,340,97
img7.jpg,963,400,occupied,242,51,316,110
img7.jpg,963,400,occupied,222,70,296,129
img7.jpg,963,400,occupied,200,82,274,141
img7.jpg,963,400,occupied,171,97,245,156
img7.jpg,963,400,occupied,155,116,221,171
img7.jpg,963,400,occupied,139,131,196,184
img7.jpg,963,400,occupied,113,145,170,198
img7.jpg,963,400,occupied,85,158,142,211
img7.jpg,963,400,occupied,61,173,118,226
img7.jpg,963,400,occupied,35,186,92,239
img7.jpg,963,400,occupied,10,204,67,257
img7.jpg,963,400,occupied,1,220,40,270
img7.jpg,963,400,occupied,1,85,65,143
img7.jpg,963,400,occupied,15,77,89,130
img7.jpg,963,400,occupied,42,61,103,114
img7.jpg,963,400,occupied,67,47,136,102
img7.jpg,963,400,occupied,93,34,162,89
img7.jpg,963,400,occupied,117,22,186,77
img7.jpg,963,400,occupied,145,9,214,64
img7.jpg,963,400,occupied,13,331,82,386
img7.jpg,963,400,occupied,40,317,109,372
img7.jpg,963,400,occupied,62,301,131,356
img7.jpg,963,400,occupied,88,286,157,341
img7.jpg,963,400,occupied,116,272,185,327
img7.jpg,963,400,occupied,141,255,210,310
img7.jpg,963,400,occupied,169,242,238,297
img7.jpg,963,400,occupied,192,228,257,280
img7.jpg,963,400,occupied,220,214,276,267
img7.jpg,963,400,occupied,244,202,300,255
img7.jpg,963,400,occupied,272,184,327,237
img7.jpg,963,400,occupied,294,169,361,220
img7.jpg,963,400,occupied,324,158,391,209
img7.jpg,963,400,occupied,345,145,412,196
img7.jpg,963,400,occupied,367,129,434,180
img7.jpg,963,400,occupied,392,115,459,166
img7.jpg,963,400,occupied,418,102,485,153
img7.jpg,963,400,occupied,440,87,507,138
img7.jpg,963,400,occupied,467,73,534,124
img7.jpg,963,400,occupied,491,57,558,108
img7.jpg,963,400,occupied,523,46,590,97
img7.jpg,963,400,occupied,537,31,615,87
img7.jpg,963,400,occupied,558,16,636,72
img7.jpg,963,400,occupied,125,345,196,400
img7.jpg,963,400,occupied,153,340,224,395
img7.jpg,963,400,occupied,177,321,248,376
img7.jpg,963,400,occupied,202,307,273,362
img7.jpg,963,400,occupied,227,296,298,351
img7.jpg,963,400,occupied,252,277,323,332
img7.jpg,963,400,occupied,278,263,349,318
img7.jpg,963,400,occupied,303,248,374,303
img7.jpg,963,400,occupied,327,233,398,288
img7.jpg,963,400,occupied,351,218,422,273
img7.jpg,963,400,occupied,376,205,447,260
img7.jpg,963,400,occupied,401,191,472,246
img7.jpg,963,400,occupied,425,176,496,231
img7.jpg,963,400,occupied,447,159,518,214
img7.jpg,963,400,occupied,475,145,546,200
img7.jpg,963,400,occupied,496,135,567,190
img7.jpg,963,400,occupied,538,101,609,156
img7.jpg,963,400,occupied,518,117,589,172
img7.jpg,963,400,occupied,594,214,673,272
img7.jpg,963,400,occupied,842,62,921,120
img7.jpg,963,400,occupied,553,244,632,302
img7.jpg,963,400,occupied,521,258,600,316
img7.jpg,963,400,occupied,477,288,556,346
img7.jpg,963,400,occupied,449,302,528,360
img7.jpg,963,400,occupied,425,317,504,375
img7.jpg,963,400,occupied,401,329,480,387
img7.jpg,963,400,occupied,376,350,447,400
img7.jpg,963,400,occupied,353,360,416,400
img8.jpg,960,640,occupied,2,8,326,166
img8.jpg,960,640,occupied,3,151,327,309
img8.jpg,960,640,occupied,1,574,328,640
img8.jpg,960,640,occupied,818,290,959,472
img8.jpg,960,640,empty,14,291,330,464
img8.jpg,960,640,empty,14,432,330,605
img8.jpg,960,640,empty,796,143,960,316
img8.jpg,960,640,empty,816,449,960,630
img9.jpg,760,411,empty,394,271,514,411
img9.jpg,760,411,empty,425,34,481,73
img9.jpg,760,411,empty,1,68,73,120
img9.jpg,760,411,empty,658,35,728,74
img9.jpg,760,411,occupied,293,273,408,411
img9.jpg,760,411,occupied,199,273,314,411
img9.jpg,760,411,occupied,92,273,229,411
img9.jpg,760,411,occupied,1,273,137,411
img9.jpg,760,411,occupied,1,174,78,294
img9.jpg,760,411,occupied,51,169,177,287
img9.jpg,760,411,occupied,130,170,257,288
img9.jpg,760,411,occupied,217,172,332,290
img9.jpg,760,411,occupied,301,171,415,289
img9.jpg,760,411,occupied,385,175,499,293
img9.jpg,760,411,occupied,468,171,582,289
img9.jpg,760,411,occupied,552,169,666,287
img9.jpg,760,411,occupied,481,276,618,411
img9.jpg,760,411,occupied,570,274,722,411
img9.jpg,760,411,occupied,671,272,760,411
img9.jpg,760,411,occupied,551,171,666,288
img9.jpg,760,411,occupied,630,171,745,288
img9.jpg,760,411,occupied,709,167,760,288
img9.jpg,760,411,occupied,1,65,34,116
img9.jpg,760,411,occupied,1,24,56,79
img9.jpg,760,411,occupied,32,24,103,79
img9.jpg,760,411,occupied,38,57,123,118
img9.jpg,760,411,occupied,96,59,181,120
img9.jpg,760,411,occupied,152,62,237,123
img9.jpg,760,411,occupied,204,62,289,123
img9.jpg,760,411,occupied,269,69,337,123
img9.jpg,760,411,occupied,322,66,390,120
img9.jpg,760,411,occupied,376,65,444,119
img9.jpg,760,411,occupied,431,65,503,122
img9.jpg,760,411,occupied,487,64,559,121
img9.jpg,760,411,occupied,541,64,613,121
img9.jpg,760,411,occupied,597,64,669,121
img9.jpg,760,411,occupied,657,65,729,122
img9.jpg,760,411,occupied,712,62,760,118
img9.jpg,760,411,occupied,688,27,760,63
img9.jpg,760,411,occupied,466,23,538,59
img9.jpg,760,411,occupied,371,37,443,73
img9.jpg,760,411,occupied,331,37,392,71
img9.jpg,760,411,occupied,282,38,343,72
img9.jpg,760,411,occupied,232,40,293,74
img9.jpg,760,411,occupied,186,44,247,78
img9.jpg,760,411,occupied,136,44,197,78
label1.jpg,852,480,occupied,39,36,100,152
label1.jpg,852,480,occupied,90,35,157,152
label1.jpg,852,480,occupied,139,36,206,153
label1.jpg,852,480,occupied,189,36,256,153
label1.jpg,852,480,occupied,245,34,312,151
label1.jpg,852,480,occupied,298,34,365,151
label1.jpg,852,480,occupied,350,34,418,157
label1.jpg,852,480,occupied,405,34,473,157
label1.jpg,852,480,occupied,462,33,530,156
label1.jpg,852,480,occupied,516,33,584,156
label1.jpg,852,480,occupied,570,34,638,157
label1.jpg,852,480,occupied,629,35,697,158
label1.jpg,852,480,occupied,683,33,751,156
label1.jpg,852,480,occupied,741,35,809,158
label1.jpg,852,480,occupied,792,33,852,159
label1.jpg,852,480,occupied,1,265,57,387
label1.jpg,852,480,occupied,40,266,104,387
label1.jpg,852,480,occupied,91,269,155,390
label1.jpg,852,480,occupied,143,269,207,390
label1.jpg,852,480,occupied,195,269,259,390
label1.jpg,852,480,occupied,246,274,310,395
label1.jpg,852,480,occupied,299,273,363,394
label1.jpg,852,480,occupied,353,272,417,393
label1.jpg,852,480,occupied,406,276,470,397
label1.jpg,852,480,occupied,514,277,578,398
label1.jpg,852,480,occupied,570,277,634,398
label1.jpg,852,480,occupied,625,278,689,399
label1.jpg,852,480,occupied,678,280,742,401
label1.jpg,852,480,occupied,35,411,104,479
label1.jpg,852,480,occupied,1,411,69,480
label1.jpg,852,480,occupied,90,415,155,480
label1.jpg,852,480,occupied,142,415,207,480
label1.jpg,852,480,occupied,194,415,259,480
label1.jpg,852,480,occupied,243,415,308,480
label1.jpg,852,480,occupied,298,415,363,480
label1.jpg,852,480,occupied,348,415,413,480
label1.jpg,852,480,occupied,402,415,467,480
label1.jpg,852,480,occupied,455,415,520,480
label1.jpg,852,480,occupied,510,415,575,480
label1.jpg,852,480,occupied,564,415,629,480
label1.jpg,852,480,occupied,618,415,683,480
label1.jpg,852,480,occupied,673,415,738,480
label1.jpg,852,480,occupied,729,415,794,480
label1.jpg,852,480,occupied,727,413,792,478
label1.jpg,852,480,empty,460,279,526,396
label10.jpg,3840,2160,occupied,3,183,358,777
label10.jpg,3840,2160,occupied,728,188,1227,834
label10.jpg,3840,2160,occupied,987,180,1486,826
label10.jpg,3840,2160,occupied,1579,211,2078,857
label10.jpg,3840,2160,occupied,1868,221,2367,867
label10.jpg,3840,2160,occupied,2466,228,2965,874
label10.jpg,3840,2160,occupied,2761,232,3260,878
label10.jpg,3840,2160,occupied,3220,814,3785,1531
label10.jpg,3840,2160,occupied,2006,770,2571,1487
label10.jpg,3840,2160,occupied,1756,759,2321,1476
label10.jpg,3840,2160,occupied,1420,754,1985,1471
label10.jpg,3840,2160,occupied,876,721,1338,1434
label10.jpg,3840,2160,occupied,595,713,1057,1426
label10.jpg,3840,2160,occupied,11,668,473,1381
label10.jpg,3840,2160,occupied,697,1834,1165,2160
label10.jpg,3840,2160,occupied,1295,1834,1763,2160
label10.jpg,3840,2160,occupied,1599,1832,2067,2158
label10.jpg,3840,2160,occupied,2200,1834,2668,2160
label10.jpg,3840,2160,occupied,2865,1834,3333,2160
label10.jpg,3840,2160,occupied,1,1826,306,2160
label10.jpg,3840,2160,empty,161,159,642,774
label10.jpg,3840,2160,empty,420,163,901,778
label10.jpg,3840,2160,empty,1287,200,1768,815
label10.jpg,3840,2160,empty,2201,234,2682,849
label10.jpg,3840,2160,empty,3065,287,3546,902
label10.jpg,3840,2160,empty,251,691,732,1306
label10.jpg,3840,2160,empty,1107,750,1588,1365
label10.jpg,3840,2160,empty,2308,791,2873,1492
